Address,COUNTA of Address,ADM3_EN,ADM2_EN,ADM1_EN
FISHARIGHAT,1,Charghat,Rajshahi,Rajshahi
"FISHARIGHAT,BAKALIA,CTG",1,Bakalia,Chittagong,Chittagong
"FISHARIGHAT,KOTOALI,CTG.",1,Charghat,Rajshahi,Rajshahi
"FOAZDARHAT,SITAKUND,C TG.",1,Sitakunda,Chittagong,Chittagong
FORADABAD HATHAZARI CTG,1,Hathazari,Chittagong,Chittagong
"FORHADABAD, HATHAZARI, CTG",1,Hathazari,Chittagong,Chittagong
"FORHADABAD,HATHAZARI, CTG.",1,Hathazari,Chittagong,Chittagong
"FORIDA PARA,CHADGAW,",1,Bagati Para,Natore,Rajshahi
"FORIDAPARA,CHANDGAO,C TG.",1,Chandgaon,Chittagong,Chittagong
"FORKANIAPARA,PATIYA,CTG,",1,Patiya,Chittagong,Chittagong
"FOTEABAD,HATHAZARI,CTG.",1,Hathazari,Chittagong,Chittagong
"FOTEHPUR, HATHATZARI, CTG",1,Hathazari,Chittagong,Chittagong
"FOTEYABAD ,DEBIDAR,CUMILLA",1,Debidwar,Comilla,Chittagong
"FOTEYABAD, HATHAZARI, CTG",1,Hathazari,Chittagong,Chittagong
"FOTEYABAD,HATHAZARI,C TG.",1,Hathazari,Chittagong,Chittagong
FOTICKCHORI CTG,1,Unknown,Unknown,Unknown
FOTIKCHORI.CTG,1,Unknown,Unknown,Unknown
"FOUDERHAT,SITAKUNDA,C TG",1,Sitakunda,Chittagong,Chittagong
"FOUJDARHAT, SITAKUNDA, CTG",1,Sitakunda,Chittagong,Chittagong
"FOUZDARHAT, SITAKUNDA, CTG",1,Sitakunda,Chittagong,Chittagong
"FOUZDARHAT,JAFARABAD, SITAKUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
FOUZDERHAT SITAKUNDU CTG,1,Sitakunda,Chittagong,Chittagong
"FOYES LAKE,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"FOYEZ LAKE, KHULSHI, CTG",1,Khulshi,Chittagong,Chittagong
"FOYEZ LAKE,AKBARSHA,CTG",1,Unknown,Unknown,Unknown
"FOYEZ LAKE,AKBARSHAH,CTG",1,Unknown,Unknown,Unknown
"FOYEZ MENSION,PUNCHLAISH,CTG",1,Panchlaish,Chittagong,Chittagong
"FOYEZLAKE, AKBARSHA, CTG",1,Unknown,Unknown,Unknown
FOZDARHAT CTG,1,Unknown,Unknown,Unknown
"FULBAG SHAROK,COX'SBAZAR",1,Unknown,Unknown,Unknown
"FULBARIA,MYMENSINGH",1,Fulbaria,Mymensingh,Mymensingh
"FULCHARI,CHAKARIA,COX' SBAZAR",1,Chakaria,Cox's Bazar,Chittagong
"FULGAZI, PARSHURAM, FENI",1,Fulgazi,Feni,Chittagong
FULGAZI. FENI,1,Fulgazi,Feni,Chittagong
FULPUR MOIMONSING,1,Ulipur,Kurigram,Rangpur
"FULTI, SENBAG, NOAKHALI",1,Senbagh,Noakhali,Chittagong
"FULTOL,BOALKHALI,CTG",1,Boalkhali,Chittagong,Chittagong
"FULTOLA,(S.K.PARA), CHIRINGA,CHAKARIA,COX'S BAZAR",1,Chakaria,Cox's Bazar,Chittagong
"FULTOLI,DEBIDDER,CUMILL A",1,Unknown,Unknown,Unknown
"G.M.BANGLO,AMIN JUTE MILLS,SHOLOSHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"GACBARIA,HADI FAKIRHAT,MIRSARAI,CTG",1,Fakirhat,Bagerhat,Khulna
"GACCHABIL,MANIKCHARI,K HAGRACHARI",1,Manikchhari,Khagrachhari,Chittagong
"GACHANI,DOSHMINA,PATU AKHALI",1,Dashmina,Patuakhali,Barisal
"GACHBARIA KAZI BARI,HADI FAKIRHAT,MIRSARAI,CTG",1,Fakirhat,Bagerhat,Khulna
"GACHBARIA, CHANDANISH, CTG",1,Unknown,Unknown,Unknown
"GACHBARIA,CHANDANISH, CTG.",1,Unknown,Unknown,Unknown
"GACHBARIA,CHANDONAISH",1,Unknown,Unknown,Unknown
"GACHBARIA,CHANDONAISH ,CTG",1,Unknown,Unknown,Unknown
"GACHBARIA,MIRSARAI,CTG",1,Mirsharai,Chittagong,Chittagong
"GACHBARIA,MIRSARAI,CTG .",1,Mirsharai,Chittagong,Chittagong
"GACHUA, SANDWIP, CTG",1,Sandwip,Chittagong,Chittagong
"GACHUA,MULADI",1,Muladi,Barisal,Barisal
"GACHUA,SANDIP,CTG.",1,Sandwip,Chittagong,Chittagong
"GACHUA,SANDWIP,CTG",1,Sandwip,Chittagong,Chittagong
GAFARGAON MOIMONSING,1,Gaffargaon,Mymensingh,Mymensingh
"GAFUR SOWDAGAR ER BARI,NIMTOLA,BANDAR,CTG",1,Unknown,Unknown,Unknown
"GAHIRA,RAWZAN,CTG.",1,Raozan,Chittagong,Chittagong
GAIDALA PATIYA CTG,1,Patiya,Chittagong,Chittagong
"GAJARIA,CUMILLAH",1,Unknown,Unknown,Unknown
"GALLAI,CHANDINA,CUMILLA",1,Chandina,Comilla,Chittagong
"GAMARITOLA, NANUPUR, CTG.",1,Unknown,Unknown,Unknown
"GAMRITOLA,FATIKCHARI,C TG",1,Fatikchhari,Chittagong,Chittagong
"GANDHABPUR,SHAHRASTI, CHANDPUR",1,Shahrasti,Chandpur,Chittagong
"GARANGIA,SENERHAT,SAT KANIA,CTG",1,Satkania,Chittagong,Chittagong
"GARANGIYA,ALURGHAT,SA TKANIA,CTG",1,Satkania,Chittagong,Chittagong
"GARITANA BAZAR,MANIKCHARI,KHAG RACHARI",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"GARITANA,MANIKCHORI,KH AGRACHORI,",1,Manikchhari,Khagrachhari,Chittagong
"GARJANTOLI,RAMGOR,KHA GRACHARI",1,Unknown,Unknown,Unknown
GASHIAPARA CHALK BAZAR CTG,1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"GASHIAPARA,CHOWKBAZA R,CTG",1,Atpara,Netrakona,Mymensingh
GATE NO-02  PANCHLAISH CTG,1,Panchlaish,Chittagong,Chittagong
"GAZARIA,SHAHER ALI,MIRSARAI,CTG",1,Gazaria,Munshiganj,Dhaka
"GAZI TOLA,MIRSARAI,CTG.",1,Mirsharai,Chittagong,Chittagong
"GAZIBARI,SABAR,DHAKA",1,Savar,Dhaka,Dhaka
"GAZINAGAR,DIGHINALA,KH AGRACHORI,CTG.",1,Dighinala,Khagrachhari,Chittagong
GAZIPUR,1,Gazipur Sadar,Gazipur,Dhaka
"GAZIPUR,FARIDGONJ,CHA NDPUR",1,Gazipur Sadar,Gazipur,Dhaka
"GAZIPUR,MIRPUR",1,Unknown,Unknown,Unknown
"GAZIPUR,MIRZAGONJ,PATU AKHALI",1,Gazipur Sadar,Gazipur,Dhaka
"GHASHIYAPARA,SHOLOSH AHAR,CTG",1,Atpara,Netrakona,Mymensingh
"GHASHIYARPARA,BAHADD ARHAT,CTG",1,Atpara,Netrakona,Mymensingh
GHATFORHATBAG CTG,1,Unknown,Unknown,Unknown
"GHATIPARA,DABIDAR,CUMI LLA",1,Ullah Para,Sirajganj,Rajshahi
"GHONABARI,PATGRAM,LAL MONIRHAT",1,Patgram,Lalmonirhat,Rangpur
"GHORAMARA,KUMIRA,SITA KUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
"GHORISHAL,MORIA",1,Trishal,Mymensingh,Mymensingh
"GHOSHBAG,KABIRHAT,NOA KHALI",1,Kabirhat,Noakhali,Chittagong
"GHOSHKHALI,BOALKHALI,C TG",1,Boalkhali,Chittagong,Chittagong
"GHOTKHALI,AMTOLI,BARIS HAL",1,Trishal,Mymensingh,Mymensingh
"GHOTKHALI,AMTOLI,BORG UNA",1,Amtali,Barguna,Barisal
"GHURCHAKATHI,BOUFAL,P ATUAKHALI",1,Unknown,Unknown,Unknown
"GIAS MENSION, RNO- 17,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
GITA ASROM RIJERBBAZAR RANGAMATI,1,Rangamati Sadar,Rangamati,Chittagong
"GOALIYARA, MONOHARGANJ, CUMILLA",1,Manoharganj,Comilla,Chittagong
"GOALPARA,ENAYET BAZAR,CTG.",1,Unknown,Unknown,Unknown
"GOAZARPARA,SATKANIA,C TG",1,Satkania,Chittagong,Chittagong
GOBINDAPUR  SENBAG NOAKHALI,1,Senbagh,Noakhali,Chittagong
"GOBINDAPUR,DEBIDDAR,C UMILLA",1,Debidwar,Comilla,Chittagong
"GOBINDAPUR,RUPCHARA,L AXMIPUR",1,Mirpur,Dhaka,Dhaka
"GOBINDERKHIL,PATIYA,CTG",1,Patiya,Chittagong,Chittagong
"GOBINDRAPUR,KOTOWALI, CUMILLA",1,Unknown,Unknown,Unknown
"GODARA, SHYAMNAGAR, SATKHIRA",1,Shyamnagar,Satkhira,Khulna
"GOHIRA, DOBASHIRHAT,ANOWARA, CTG",1,Anowara,Chittagong,Chittagong
"GOHIRA,ANOWARA,CTG.",1,Anowara,Chittagong,Chittagong
"GOHIRA,DOBHASIRHAT, ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
"GOHIRA,KUNDASWARI,RAO ZAN,CTG",1,Atwari,Panchagarh,Rangpur
"GOHIRA,MOBARAK KHIL,RAOZAN,CTG",1,Raozan,Chittagong,Chittagong
"GOHIRA,RAWZAN,CTG.",1,Raozan,Chittagong,Chittagong
"GOIRALA,PATIYA,CTG",1,Patiya,Chittagong,Chittagong
"GOIRALA,POTIYA,CTG",1,Patiya,Chittagong,Chittagong
"GOJALIA,RANGUNIA,CTG.",1,Rangunia,Chittagong,Chittagong
"GOJARIA,MUNSHIGONJ",1,Unknown,Unknown,Unknown
"GOJARIA,VUJPUR,CTG.",1,Naria,Shariatpur,Dhaka
"GOL DIGHIR NORTH PAR,SADAR,COX'SBAZAR",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"GOLACHIPA,PATHOYAKHAL I",1,Galachipa,Patuakhali,Barisal
GOLACHIPA.PATOYAKHALI,1,Unknown,Unknown,Unknown
"GOLBUNIA,TEGACHIA,KOLA PARA,PATUAKHALI",1,Kala Para,Patuakhali,Barisal
"GOLDIGHIR PAR, COX BAZAR",1,Unknown,Unknown,Unknown
"GOLPAHAR, AKBARSHA, CTG",1,Unknown,Unknown,Unknown
"GOMANMORDHON, HATHAZARI,CTG.",1,Hathazari,Chittagong,Chittagong
"GOMDANDI, BOALKHALI,CTG.",1,Boalkhali,Chittagong,Chittagong
"GONDAMARA,BANASHKHAL I,CTG",1,Banshkhali,Chittagong,Chittagong
"GONDAMARA,BANSHKHALI CTG",1,Banshkhali,Chittagong,Chittagong
"GONGABOR,BEGUMGONJ, NOAKHALI",1,Begumganj,Noakhali,Chittagong
"GONMOR LANGADU, RANGAMATI",1,Langadu,Rangamati,Chittagong
"GOPAI,SONAPUR,SUDHARA M,NOAKHALI",1,Unknown,Unknown,Unknown
"GOPAL ,SAGOLNIA,FENI",1,Feni Sadar,Feni,Chittagong
"GOPAL MATA,FOTICKCHARI,CTG.",1,Fatikchhari,Chittagong,Chittagong
"GOPALGHATA,CHARALIAR HAT,FATIKCHARI,CTG",1,Fatikchari,Chittagong,Chittagong
"GOPALGHATA,FATICKCHAR I,CTG.",1,Fatikchari,Chittagong,Chittagong
"GOPALGONJ,DHAKA SOUTH",1,Unknown,Unknown,Unknown
"GOPALPUR,BIZBAG,SENBA G,NOAKHALI",1,Senbagh,Noakhali,Chittagong
"GOPALPUR,MIRSARAI,CTG",1,Gopalpur,Tangail,Dhaka
"GOPALPUR,NOBINAGAR,B- BARIA",1,Unknown,Unknown,Unknown
"GOPALPUR,TANGAIL",1,Gopalpur,Tangail,Dhaka
"GOPI NATH PUR,JORALGONJ,MIRSARAI ,CTG",1,Mirsharai,Chittagong,Chittagong
"GOPINATHPUR,GURUDASP UR,NATORE",1,Natore Sadar,Natore,Rajshahi
"GOPINATHPUR,KAZIPARA",1,Kazipur,Sirajganj,Rajshahi
"GORANGIRI,SATKANIA,CTG",1,Satkania,Chittagong,Chittagong
"GORDUARA,HATHAZARI,CTG",1,Hathazari,Chittagong,Chittagong
"GORELA,POTIYA",1,Patiya,Chittagong,Chittagong
"GORGHARJACHARI,SADAR, KHAGRACHARI",1,Khagrachhari Sadar,Khagrachhari,Chittagong
"GORIB ULLAH SHAH ,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"GORIB ULLAH SHAH MAZAR,5 NO ROAD,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
GORONADI BARISHAL,1,Unknown,Unknown,Unknown
"GOSCHI,RAWZAN,CTG.",1,Raozan,Chittagong,Chittagong
"GOUBINDAPUR, VUAPUR, TANGAIL",1,Tangail Sadar,Tangail,Dhaka
"GOURANGAPARA,TABALCH ARI,MATIRANGA,KHAGRAC HARI",1,Matiranga,Khagrachhari,Chittagong
"GOURANODI,BARISHAL",1,Unknown,Unknown,Unknown
"GOURIPUR, DAOUDKANDI, CUMILLA",1,Daudkandi,Comilla,Chittagong
"GOURIPUR,SADAR,NOAKHA LI",1,Unknown,Unknown,Unknown
"GOWLA,GANGUTIYA,SATUR IA,MANIKGONJ",1,Saturia,Manikganj,Dhaka
"GOYALMARA,, CHAKARIA,COX'SBAZAR",1,Chakaria,Cox's Bazar,Chittagong
"GOYALPARA,ENAYET BAZAR,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"GOYALPURA,SANDWIP PARA,RANGUNIA,CHANDRA GHONA,CTG",1,Rangunia,Chittagong,Chittagong
"GOYESPUR,BEGUMGONJ,N OAKHALI",1,Begumganj,Noakhali,Chittagong
"GOZALIYA, PAIKGACHA, KHULNA",1,Khulna Sadar,Khulna,Khulna
"GOZARIA,DEBIDWAR,CUMIL LA",1,Debidwar,Comilla,Chittagong
"GREEN HOUSE,BACHA MIYA ROAD,WEST NASIRABAD,PAHARTOLI,CTG",1,Pahartali,Chittagong,Chittagong
"GREEN VELLY R/A,BAYAZID,CTG",1,Unknown,Unknown,Unknown
"GUAPANCHOK,ANOWARA,C TG",1,Anowara,Chittagong,Chittagong
"GUATOL,KAUKHALI,BETBUNIA,RANGAMATI",1,Kawkhali (Betbunia),Rangamati,Chittagong
"GUCCHI,RAWZAN,CTG.",1,Raozan,Chittagong,Chittagong
"GUDAGARI,RAJSHAHI",1,Godagari,Rajshahi,Rajshahi
"GUDANAGAR,CHADDOGRA M,CUMILLA",1,Chauddagram,Comilla,Chittagong
"GUIGAR HAT,BHULA",1,Unknown,Unknown,Unknown
"GUIMARA,KHAGRACHARI",1,Unknown,Unknown,Unknown
GUIMARA. BANDARBAN,1,Bandarban Sadar,Bandarban,Chittagong
"GUJARA,ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
"GULI AWLIAPUR,DASMINA,POTH UAKHALI",1,Dashmina,Patuakhali,Barisal
"GULIAKHALI,SITAKUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
"GULIISHAKHALI,AMTOLI,BO URGUNA",1,Shah Ali,Dhaka,Dhaka
"GULIYA,BAUFAL,PATUAKHA LI",1,Unknown,Unknown,Unknown
"GUMANMORDHAN,HATHAZ ARI,CTG.",1,Hathazari,Chittagong,Chittagong
"GUNABOTI,CHADDOGRAM",1,Unknown,Unknown,Unknown
"GUNAGORI,BANSHKHALI,.C TG",1,Banshkhali,Chittagong,Chittagong
"GUNAGORI,BANSHKHALI,C TG",1,Banshkhali,Chittagong,Chittagong
"GUNAGORI,BANSHKHALIL,C TG",1,Banshkhali,Chittagong,Chittagong
"GUNAIGHAR,DEBIRDDAR,C UMILLA",1,Unknown,Unknown,Unknown
"GUNDWIP, ANOWARA, CTG",1,Anowara,Chittagong,Chittagong
"GUNDWIP,ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
"GUNGUNIA,BETAGI,CTG,",1,Betagi,Barguna,Barisal
"GUNI KHAN PUR,BEGUMGONJ,NOAKHA LI",1,Begumganj,Noakhali,Chittagong
"GUNJAR,MURADNAGAR,CU MILLA",1,Muradnagar,Comilla,Chittagong
"GUNODWEIP,ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
"GUNTI, LAKSAM, CUMILLA",1,Laksam,Comilla,Chittagong
"GURANADI,BARISAL",1,Gaurnadi,Barisal,Barisal
"GURIGRAM,NOBINAGAR,B- BARIA",1,Unknown,Unknown,Unknown
"GUTUMA CHY BARI,POURSURAM,FENI",1,Feni Sadar,Feni,Chittagong
"GUZARA,ANOWARA,CTG.",1,Anowara,Chittagong,Chittagong
"H BLOCK,HALISAHAR,CTG.",1,Halishahar,Chittagong,Chittagong
"H NO :1, LANE NO: 16,BLOCK - J,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"H NO- 1059,IBRAHIMPUR,DHAKA",1,Unknown,Unknown,Unknown
"H NO- 35/36,MEHEDIBAG,CTG",1,Unknown,Unknown,Unknown
"H NO- 3851/A,JOLARHATABDUL ALI NAGAR, ALONGKAR,PAHARTOLI,CTG",1,Jiban Nagar,Chuadanga,Khulna
"H NO-1,R NO- 1,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"H NO-11/I,BONGSHAL ROAD,KOTOWALI,CTG",1,Bangshal,Dhaka,Dhaka
"H NO-114,R NO- 10,O.R.NIZAM ROAD R/A, CTG",1,Unknown,Unknown,Unknown
"H NO-1386,ROUFABAD COLONY,OXYZEN,CTG",1,Unknown,Unknown,Unknown
"H NO-1597,HAMZARBAG COLONY,AMIN JUTE MILLA,CTG",1,Hazaribagh,Dhaka,Dhaka
"H NO-2140,ZAKIR HOSSAIN,EAST NASIRABD,CTG",1,Unknown,Unknown,Unknown
"H NO-235/A,AGRABAD CDA,CTG",1,Unknown,Unknown,Unknown
"H NO-31,ICE FACTORY ROAD,CTG",1,Unknown,Unknown,Unknown
"H NO-315,CHASHMA HILL,NASIRABAD,CTG",1,Unknown,Unknown,Unknown
"H NO-33,R NO-1,BLOCK- I,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"H NO-39,BRICK FIELD ROAD,PATHARGHATA,CTG",1,Patharghata,Barguna,Barisal
"H NO-4,LANE NO-7,BLOCK- B,R NO- 01,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"H NO-4/B,BLOCK- K,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"H NO-46, R NO-1,LANE NO- 3,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"H NO-570,HAZI AMANAT ULLAH ROAD,PAHARTOLI,CTG",1,Ullah Para,Sirajganj,Rajshahi
"H NO-573,F-1,WEST KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"H NO-59,SELINA BHABAN,BLOCK-M,BISWA BANK R/A,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"H NO-7,KHURSHID VILLA,SHEIR SHAH H/S,BAYAZID,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"H NO-71,FLOR -9,JULMON SHAHA ROAD,HAMZARBAG COLONY,CTG",1,Hazaribagh,Dhaka,Dhaka
"H NO-FL/8,SHEIR SHAH COLONY,BAYAZID,CTG",1,Shah Ali,Dhaka,Dhaka
"H NO: 107, MURADPUR,CTG",1,Unknown,Unknown,Unknown
"H NO: 1178,ROUFABAD,AMIN JUTE MILLS,OXYZEN,CTG",1,Unknown,Unknown,Unknown
"H NO: 165/A, KAPASHGOLA,ARAKAN ROAD,KOTOWALI,CTG",1,Kotwali,Chittagong,Chittagong
"H NO: 25,SHOTISH BABU LANE,PATHARGHATA,CTG",1,Patharghata,Barguna,Barisal
"H NO: 25,SOTISH BABU LANE,PATHARGHATA,CTG",1,Patharghata,Barguna,Barisal
"H NO: 44,BLOCK- F,BISWA BANKCOLONY,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"H NO: 5,BLOCK-J,R NO:01,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"H NO: 62,MOTI JHORNA,LAL KHAN BAZAR,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"H NO: 64,SOUTH NALAPARA,CTG",1,Atpara,Netrakona,Mymensingh
"H NO: L/49-E,WIRELESS COLONY,LANE NO - 7,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"H NO: W-J /7,FIROZ SHAH COLONY,PAHARTOLI,CTG",1,Shah Ali,Dhaka,Dhaka
"H NO:03,BLOCK-B,R NO:02,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"H NO:07,BLOCK- I,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"H NO:1005,DHONIALAPARA,D OUBLE MURING,CTG",1,Double Mooring,Chittagong,Chittagong
"H NO:18,LANE NO;02, R NO:01,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"H NO:303,R NO:03,CHASMA HILL,SHOLOSHAHAR,2 NOGATE,CTG",1,Halishahar,Chittagong,Chittagong
"H NO:4/B, BLOCK- K,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"H NO:40,RAHMANNAGAR,NAS IRABAD,CTG",1,Abhaynagar,Jessore,Khulna
"H NO:49,LANE NO:04,R NO:01,BLOCK- A,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"H NO:5,C BUILDING,FIROZ SHAH COLNY,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"H. 05, ROAD 07, UTTARA,DHAKA",1,Uttara,Dhaka,Dhaka
"HABIJGRAM,MIRSARAI,CTG .",1,Mirsharai,Chittagong,Chittagong
"HABILAISHDWIP,PATIYA,CTG",1,Patiya,Chittagong,Chittagong
"HABILASDIP,POTIYA,CTG.",1,Patiya,Chittagong,Chittagong
"HACHI SIKDER PARA,B.M.CHAR,CHAKARIA, COX'S BAZAR",1,Chakaria,Cox's Bazar,Chittagong
"HAFEZGHONA,SADAR,BAN DARBAN",1,Bandarban Sadar,Bandarban,Chittagong
HAFIZPUR BEGUMGONJ NOAKHALI,1,Begumganj,Noakhali,Chittagong
"HAFURGHARA,DEBIDDAR,C UMILLA",1,Debidwar,Comilla,Chittagong
"HAIDCHAKIA,FATIKCHARI,C TG",1,Fatikchari,Chittagong,Chittagong
"HAIDCHOKIA,FATICKCHARI, CTG.",1,Fatikchhari,Chittagong,Chittagong
"HAIDGAO,PATIYA,CTG",1,Patiya,Chittagong,Chittagong
"HAIDGAO,POTIYA,CTG",1,Patiya,Chittagong,Chittagong
HAIDGAON PATIYA CTG,1,Patiya,Chittagong,Chittagong
"HAIDGAON, PATIA, CTG",1,Patiya,Chittagong,Chittagong
"HAIDGAON,PATIYA,CTG",1,Patiya,Chittagong,Chittagong
"HAIDGAW, POTIYA,CTG.",1,Patiya,Chittagong,Chittagong
HAIDKANDI MIRSHARAI CTG,1,Mirsharai,Chittagong,Chittagong
"HAIKPARA,LANGALKUT,CU MILLAH",1,Nangalkot,Comilla,Chittagong
"HAILDAR,ANOWARA,CTG",1,Anowara,Chittagong,Chittagong
"HAIMCHAR,CHANDPUR,",1,Haim Char,Chandpur,Chittagong
HAINCHAR CHANDPUR,1,Chandpur Sadar,Chandpur,Chittagong
HAISCHAR CHADNPUR,1,Haim Char,Chandpur,Chittagong
"HAITGAO,POTIYA,CTG.",1,Patiya,Chittagong,Chittagong
HAJIGANJ CHANDPUR,1,Hajiganj,Chandpur,Chittagong
HAJIGANJ CUMILLA,1,Ajmiriganj,Habiganj,Sylhet
HAJIGAON ANOWARA CTG,1,Anowara,Chittagong,Chittagong
"HAJIRKHIL,FATIKCHARI,CTG",1,Fatikchhari,Chittagong,Chittagong
"HAJIRPUL,PUNCHLAISH,CTG",1,Panchlaish,Chittagong,Chittagong
HALDIA RAOZAN CTG,1,Raozan,Chittagong,Chittagong
"HALISAHAHAR, CTG",1,Halishahar,Chittagong,Chittagong
HALISAHAR CTG,1,Halishahar,Chittagong,Chittagong
"HALISAHAR,BANDAR,CTG.",1,Bandar,Narayanganj,Dhaka
"HALISAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"HALISDHAHAR,CTG",1,Shah Ali,Dhaka,Dhaka
"HALISHAHAHR,CTG",1,Halishahar,Chittagong,Chittagong
HALISHAHAR .CTG,1,Halishahar,Chittagong,Chittagong
HALISHAHAR 01 NO SIDE BANDAR CTG,1,Bandar,Narayanganj,Dhaka
"HALISHAHAR, BANDAR, CTG",1,Bandar,Narayanganj,Dhaka
"HALISHAHAR, CTG.",1,Halishahar,Chittagong,Chittagong
"HALISHAHAR,BANDAR,CTG",1,Bandar,Narayanganj,Dhaka
"HALISHAHAR,MAIZPARA,BA NDAR,CTG",1,Halishahar,Chittagong,Chittagong
HALISHAHAR. CTG.,1,Halishahar,Chittagong,Chittagong
HALISHAHAR.CTG,1,Halishahar,Chittagong,Chittagong
"HALISHAHOR, CTG",1,Halishahar,Chittagong,Chittagong
HALISHAR CTG,1,Halishahar,Chittagong,Chittagong
"HALKAKRA, CHOKORIYA, COX BAZAR",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HALUD DASHIA,NAIKHANCHORI,BA NDARBAN",1,Unknown,Unknown,Unknown
"HAMID ALI PONDIT BARI,BAKALIA,ANANDA SHABAN FACTORY,CTG",1,Bakalia,Chittagong,Chittagong
HAMIDCHAR CHANDGAON CTG,1,Chandgaon,Chittagong,Chittagong
"HAMIDCHAR,CHANDGAO,C TG",1,Chandgaon,Chittagong,Chittagong
"HAMIRCHAR,CHANDGAO,C TG",1,Chandgaon,Chittagong,Chittagong
"HAMZARBAG,PANSHLISH,C TG.",1,Hazaribagh,Dhaka,Dhaka
"HAMZERBAG,PANCHLAISH, CTG",1,Panchlaish,Chittagong,Chittagong
"HANUA,UZIRPUR",1,Mirpur,Dhaka,Dhaka
"HAPANIA,PAKUNDIA,KISHO REGONJ",1,Pakundia,Kishoreganj,Dhaka
"HAQUE MONJIL,GREENVIEW R/A,PAHARTOLI,CTG.",1,Pahartali,Chittagong,Chittagong
"HARA MIYA,BOKTARHAT,SANDWI P,CTG",1,Sandwip,Chittagong,Chittagong
"HARAKHAL,LUXAM ,CUMILLA",1,Unknown,Unknown,Unknown
"HARAMIA, SANDWIP, CTG",1,Sandwip,Chittagong,Chittagong
"HARAMIA, SANDWIP. CTG",1,Sandwip,Chittagong,Chittagong
"HARAMIA,BOKHTER HAT,SANDWIP,CTG",1,Sandwip,Chittagong,Chittagong
"HARAMIA,BOKTARHAT,SAN DWIP,CTG",1,Sandwip,Chittagong,Chittagong
"HARAMIA,SANDIP,CTG",1,Sandwip,Chittagong,Chittagong
"HARAMIYA,BOKHTARHAT,S ANDWIP,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"HARAMIYA,BOKTER HAT,SANDWIP,CTG",1,Sandwip,Chittagong,Chittagong
"HARAMIYA,SENERHAT,SAN DWIP,CTG",1,Sandwip,Chittagong,Chittagong
"HARBANG,CHAKARIA,COX' SBAZAR",1,Chakaria,Cox's Bazar,Chittagong
"HARIHARPUR, MIRSHARAI, CTG",1,Mirsharai,Chittagong,Chittagong
"HARIHOR,RANGUNIA,CTG",1,Rangunia,Chittagong,Chittagong
"HARINKHAIN, PATIYA, CTG",1,Patiya,Chittagong,Chittagong
"HARINKHAIN,POTIYA,CTG.",1,Patiya,Chittagong,Chittagong
"HARISHPUR, SANDWIP, CTG",1,Sandwip,Chittagong,Chittagong
"HARISHPUR,SANDIP,CTG.",1,Sandwip,Chittagong,Chittagong
"HARIYA,MIZAPUR,TANGAIL",1,Tangail Sadar,Tangail,Dhaka
"HARIYAIN,HAZIGONJ,CHAN DPUR",1,Unknown,Unknown,Unknown
"HAROLA NOYA PARA, CHANDANISH, CTG",1,Bagati Para,Natore,Rajshahi
"HAROLA,EAST JOYARA,CHANDONAISH,CTG",1,Chandanaish,Chittagong,Chittagong
